0,64
1,36
2,17
3,51
4,63
5,43
6,54
7,9
8,59
9,10
10,11
11,12
12,10
13,23
14,24
15,72
16,89
17,84
18,36
19,72
20,43
21,18
22,4
23,32
24,0
25,13
26,69
27,1
28,26
29,43
30,18
31,4
32,4
33,97
34,90
35,61
36,2
37,30
38,10
39,7
40,45
41,75
42,3
43,63
44,5
45,61
46,19
47,81
48,33
49,40
50,25
51,46
52,76
53,78
54,10
55,98
56,75
57,71
58,83
59,20
60,76
61,20
62,44
63,84
64,57
65,8
66,21
67,64
68,47
69,17
70,36
71,63
72,48
73,54
74,81
75,67
76,31
77,11
78,12
79,90
80,23
81,24
82,25
83,3
84,41
85,71
86,0
87,54
88,73
89,71
90,32
91,0
92,13
93,69
94,1
95,73
96,43
97,18
98,31
99,4
100,97
101,90
102,89
103,2
104,30
105,10
106,7
107,43
108,75
109,32
110,63
111,5
112,77
113,19
114,33
115,40
116,25
117,40
118,76
119,36
120,4
121,98
122,75
123,27
124,51
125,51
126,76
127,25
128,44
129,84
130,57
131,31
132,44
133,36
134,52
135,78
136,17
137,9
138,25
139,23
140,98
141,76
142,96
143,93
144,97
145,10
146,10
147,25
148,24
149,32
150,77
151,95
152,20
153,52
154,20
155,18
156,78
157,32
158,0
159,32
160,69
161,10
162,26
163,98
164,18
165,9
166,81
167,11
168,80
169,74
170,30
171,9
172,83
173,98
174,9
175,25
176,5
177,61
178,33
179,9
180,20
181,81
182,75
183,93
184,21
185,61
186,75
187,93
188,28
189,6
190,85
191,65
192,64
193,78
194,17
195,20
196,63
197,43
198,98
199,40
200,22
201,91
202,11
203,12
204,95
205,23
206,24
207,72
208,13
209,22
210,71
211,52
212,94
213,18
214,44
215,52
216,0
217,13
218,25
219,10
220,26
221,98
222,18
223,22
224,4
225,97
226,90
227,9
228,74
229,39
230,9
231,7
232,45
233,61
234,7
235,63
236,5
237,90
238,19
239,36
240,33
241,40
242,25
243,40
244,9
245,93
246,95
247,94
248,75
249,27
250,10
251,96
252,75
253,20
254,78
255,22
256,85
257,91
258,8
259,21
260,64
261,44
262,17
263,44
264,69
265,43
266,54
267,9
268,67
269,10
270,11
271,55
272,10
273,69
274,24
275,25
276,31
277,77
278,63
279,94
280,18
281,4
282,32
283,0
284,13
285,71
286,1
287,73
288,43
289,68
290,4
291,90
292,97
293,9
294,2
295,39
296,10
297,7
298,45
299,32
300,23
301,5
302,44
303,33
304,51
305,69
306,36
307,76
308,95
309,23
310,65
311,78
312,93
313,85
314,96
315,85
316,91
317,64
318,31
319,17
320,47
321,23
322,48
323,54
324,44
325,34
326,84
327,11
328,12
329,41
330,23
331,24
332,35
333,74
334,50
335,82
336,69
337,49
338,18
339,86
340,32
341,0
342,13
343,23
344,41
345,73
346,43
347,35
348,86
349,4
350,50
351,90
352,82
353,81
354,39
355,10
356,21
357,31
358,75
359,32
360,19
361,5
362,30
363,19
364,33
365,77
366,69
367,81
368,76
369,31
370,41
371,54
372,75
373,27
374,78
375,51
376,76
377,25
378,44
379,84
380,37
381,50
382,34
383,21
384,64
385,14
386,17
387,14
388,63
389,26
390,70
391,77
392,79
393,39
394,39
395,92
396,14
397,73
398,58
399,30
400,14
401,15
402,39
403,0
404,52
405,40
406,0
407,8
408,59
409,73
410,41
411,0
412,69
413,25
414,41
415,82
416,52
417,75
418,16
419,15
420,79
421,64
422,15
423,89
424,63
425,97
426,51
427,45
428,40
429,25
430,14
431,15
432,16
433,73
434,42
435,16
436,16
437,16
438,16
439,93
440,16
441,16
442,16
443,64
444,51
445,17
446,51
447,63
448,43
449,54
450,9
451,31
452,76
453,11
454,28
455,61
456,23
457,24
458,72
459,89
460,76
461,89
462,0
463,23
464,18
465,36
466,32
467,0
468,38
469,72
470,1
471,73
472,43
473,18
474,81
475,4
476,97
477,46
478,78
479,2
480,39
481,10
482,7
483,45
484,75
485,3
486,63
487,5
488,19
489,77
490,33
491,40
492,25
493,40
494,76
495,20
496,8
497,23
498,75
499,27
500,83
501,20
502,76
503,51
504,44
505,84
506,57
507,44
508,21
509,64
510,29
511,17
512,29
513,25
514,43
515,54
516,9
517,67
518,22
519,97
520,28
521,10
522,23
523,24
524,51
525,30
526,31
527,36
528,25
529,94
530,18
531,71
532,52
533,0
534,38
535,35
536,12
537,73
538,43
539,68
540,4
541,4
542,9
543,2
544,39
545,9
546,20
547,45
548,21
549,63
550,33
551,40
552,25
553,44
554,76
555,91
556,98
557,65
558,83
559,93
560,37
561,6
562,85
563,85
564,64
565,46
566,17
567,40
568,63
569,43
570,23
571,81
572,31
573,57
574,65
575,12
576,90
577,63
578,24
579,72
580,3
581,46
582,35
583,0
584,54
585,18
586,4
587,32
588,0
589,13
590,23
591,1
592,26
593,43
594,18
595,4
596,78
597,58
598,90
599,74
600,2
601,39
602,95
603,63
604,45
605,7
606,75
607,10
608,32
609,63
610,74
611,34
612,19
613,33
614,40
615,69
616,75
617,46
618,93
619,1
620,98
621,90
622,43
623,96
624,2
625,61
626,52
627,61
628,60
629,96
630,82
631,64
632,76
633,17
634,81
635,63
636,48
637,98
638,81
639,50
640,8
641,11
642,12
643,75
644,23
645,24
646,72
647,10
648,35
649,25
650,36
651,18
652,22
653,32
654,0
655,13
656,69
657,1
658,26
659,43
660,18
661,4
662,10
663,50
664,75
665,61
666,2
667,73
668,9
669,96
670,45
671,75
672,96
673,63
674,5
675,34
676,19
677,33
678,40
679,69
680,40
681,76
682,78
683,61
684,98
685,75
686,27
687,9
688,20
689,76
690,20
691,44
692,84
693,57
694,67
695,61
696,72
697,64
698,95
699,17
700,76
701,63
702,48
703,98
704,81
705,12
706,28
707,31
708,1
709,75
710,25
711,24
712,40
713,59
714,1
715,36
716,40
717,45
718,18
719,4
720,32
721,0
722,2
723,25
724,1
725,26
726,43
727,18
728,4
729,4
730,11
731,78
732,74
733,7
734,93
735,7
736,22
737,81
738,63
739,5
740,19
741,81
742,33
743,75
744,69
745,75
746,75
747,93
748,94
749,61
750,65
751,76
752,93
753,28
754,96
755,91
756,60
757,57
758,9
759,64
760,45
761,17
762,29
763,63
764,48
765,54
766,36
767,37
768,53
769,42
770,92
771,75
772,23
773,58
774,72
775,30
776,41
777,35
778,69
779,54
780,18
781,67
782,32
783,63
784,13
785,23
786,28
787,26
788,43
789,18
790,31
791,50
792,65
793,82
794,78
795,2
796,39
797,55
798,63
799,45
800,75
801,75
802,32
803,63
804,62
805,77
806,19
807,43
808,33
809,40
810,69
811,56
812,76
813,44
814,85
815,98
816,75
817,70
818,20
819,96
820,76
821,96
822,29
823,84
824,85
825,79
826,85
827,36
828,64
829,34
830,17
831,34
832,63
833,48
834,54
835,47
836,37
837,31
838,65
839,12
840,66
841,23
842,58
843,72
844,6
845,41
846,35
847,69
848,49
849,68
850,67
851,59
852,63
853,38
854,43
855,60
856,26
857,43
858,68
859,50
860,67
861,50
862,90
863,90
864,68
865,55
866,35
867,31
868,75
869,90
870,59
871,63
872,62
873,77
874,19
875,36
876,33
877,46
878,69
879,56
880,90
881,34
882,41
883,98
884,46
885,27
886,77
887,36
888,90
889,36
890,34
891,1
892,41
893,34
894,36
895,64
896,34
897,17
898,53
899,63
900,48
901,54
902,36
903,37
904,67
905,65
906,92
907,66
908,19
909,58
910,63
911,3
912,41
913,35
914,72
915,54
916,68
917,67
918,32
919,0
920,38
921,43
922,60
923,73
924,43
925,68
926,50
927,67
928,97
929,61
930,77
931,39
932,55
933,23
934,43
935,61
936,75
937,81
938,63
939,62
940,19
941,33
942,40
943,69
944,56
945,46
946,86
947,98
948,89
949,70
950,51
951,0
952,61
953,52
954,41
955,37
956,79
957,41
958,64
959,15
960,26
961,14
962,63
963,77
964,70
965,89
966,79
967,53
968,39
969,92
970,66
971,73
972,58
973,7
974,2
975,53
976,26
977,73
978,94
979,18
980,47
981,7
982,94
983,13
984,77
985,60
986,73
987,43
988,18
989,84
990,66
991,30
992,15
993,14
994,15
995,85
996,72
997,53
998,3
999,63
1000,33
1001,40
1002,25
1003,66
1004,15
1005,14
1006,26
1007,70
1008,83
1009,6
1010,6
1011,83
1012,14
1013,9
1014,93
1015,64
1016,42
1017,17
1018,44
1019,63
1020,48
1021,49
1022,51
1023,37
1024,79
1025,42
1026,92
1027,34
1028,98
1029,58
1030,7
1031,30
1032,65
1033,71
1034,18
1035,49
1036,18
1037,67
1038,30
1039,23
1040,13
1041,19
1042,28
1043,26
1044,45
1045,18
1046,22
1047,57
1048,42
1049,95
1050,95
1051,55
1052,32
1053,22
1054,3
1055,63
1056,62
1057,89
1058,20
1059,33
1060,81
1061,25
1062,42
